EDUCATION,SOUTH,SEX,EXPERIENCE,UNION,WAGE,AGE,RACE,OCCUPATION,SECTOR,MARR
16,1,0,38,0,1.255272505103306,60,3,5,0,1
18,0,1,18,1,1.0791812460476249,42,3,5,0,1
17,0,0,3,0,1.3096301674258988,26,3,5,1,0
18,0,1,40,0,1.3463529744506386,64,3,5,0,0
14,0,0,19,0,1.215373152783422,39,3,5,1,0
14,0,1,4,0,0.9360107957152096,24,3,5,0,0
16,0,1,11,0,1.2873537727147466,33,3,5,0,1
16,0,1,16,0,1.146128035678238,38,3,5,0,1
14,0,0,22,0,1.0,42,3,5,0,1
17,0,1,13,1,1.2027606873932,36,3,5,0,0
16,1,1,28,1,1.3010299956639813,50,3,5,0,1
16,0,1,10,0,1.0,32,3,5,0,1
16,1,1,5,0,1.3975924340381167,27,3,5,0,0
15,0,0,5,0,1.0511525224473812,26,3,5,0,0
18,0,1,37,0,1.3585059114902351,61,3,5,1,0
17,0,1,26,1,1.0086001717619175,49,3,5,0,1
16,1,1,4,0,1.0,26,3,5,0,1
18,0,1,31,1,1.146128035678238,55,3,5,0,0
17,0,1,13,1,1.0969100130080565,36,3,5,0,1
12,0,1,42,0,0.7626785637274363,60,3,5,0,1
17,0,0,18,0,1.3975924340381167,41,2,5,0,1
12,0,1,3,0,0.6384892569546373,21,3,5,0,1
17,0,1,10,0,1.0511525224473812,33,3,5,0,0
16,0,1,10,1,0.8241258339165489,32,3,5,0,0
16,0,1,17,0,0.9030899869919435,39,2,5,0,1
18,0,0,7,0,1.2591158441850663,31,3,5,0,1
16,0,1,14,0,1.0791812460476249,36,3,5,0,1
16,0,1,22,1,0.9489017609702137,44,3,5,0,1
17,0,1,14,0,0.9777236052888477,37,3,5,0,1
16,0,0,11,0,1.1351326513767748,33,3,5,0,1
18,0,0,23,1,1.0791812460476249,47,3,5,0,1
12,0,0,39,1,1.1760912590556813,57,3,5,0,1
16,0,0,15,0,1.1027766148834413,37,3,5,0,1
14,0,1,15,0,0.8680563618230416,35,2,5,0,0
16,0,0,10,0,1.1920095926536702,32,3,5,0,0
12,1,1,25,0,0.8721562727482929,43,3,5,0,0
14,0,1,12,0,0.7958800173440752,32,3,5,0,1
16,1,1,7,0,0.7958800173440752,29,2,5,0,1
17,0,0,7,1,0.9717395908877783,30,3,5,0,1
16,0,0,17,0,1.3521825181113625,39,3,5,1,1
16,0,0,10,1,0.8750612633917001,32,3,5,0,1
17,1,0,2,0,0.8450980400142568,25,3,5,0,1
9,1,1,34,1,0.7596678446896304,49,1,5,0,1
15,0,1,11,0,0.884795363948981,32,3,5,0,1
15,0,0,10,0,1.0969100130080565,31,3,5,0,0
12,1,0,12,0,1.2041199826559248,30,3,5,0,1
16,0,1,6,1,1.0715138050950892,28,3,5,0,0
18,0,0,5,0,1.055378331375,29,3,5,0,0
12,0,1,33,0,0.785329835010767,51,1,5,0,1
17,0,1,25,1,1.3664229572259727,48,1,5,0,1
12,1,0,13,1,1.2984163800612945,31,3,5,0,1
16,0,0,33,0,1.1869563354654122,55,3,5,1,1
